Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Text,Tokens,Tokens_No_Stopwords,Stemmed,Lemmatized,Processed_Text,TextBlob_Sentiment,VADER_Sentiment,Sentiment_Score,Mapped_Sentiment,ML_Prediction
"loneliness echoes in empty spaces, yearning for connection.",Loneliness,2019-09-12 18:10:00,EchoingSoul,Instagram,#Loneliness #YearningForConnection,15.0,30.0,Australia,2019,9,12,18,loneliness echoes in empty spaces yearning for connection,"['loneliness', 'echoes', 'in', 'empty', 'spaces', 'yearning', 'for', 'connection']","['loneliness', 'echoes', 'empty', 'spaces', 'yearning', 'connection']","['loneli', 'echo', 'empti', 'space', 'yearn', 'connect']","['loneliness', 'echo', 'empty', 'space', 'yearning', 'connection']",loneliness echo empty space yearning connection,Negative,Negative,-0.4767,Negative,Negative
"jealousy poisons my thoughts, resentment brewing within.",Jealousy,2018-08-05 16:30:00,PoisonedMind,Facebook,#Jealousy #Resentment,8.0,15.0,USA,2018,8,5,16,jealousy poisons my thoughts resentment brewing within,"['jealousy', 'poisons', 'my', 'thoughts', 'resentment', 'brewing', 'within']","['jealousy', 'poisons', 'thoughts', 'resentment', 'brewing', 'within']","['jealousi', 'poison', 'thought', 'resent', 'brew', 'within']","['jealousy', 'poison', 'thought', 'resentment', 'brewing', 'within']",jealousy poison thought resentment brewing within,Neutral,Negative,-0.8271,Negative,Negative
"resentment festers, a wound that refuses to heal.",Resentment,2017-01-12 12:00:00,UnforgivingSoul,Twitter,#Resentment #Unforgiving,10.0,20.0,India,2017,1,12,12,resentment festers a wound that refuses to heal,"['resentment', 'festers', 'a', 'wound', 'that', 'refuses', 'to', 'heal']","['resentment', 'festers', 'wound', 'refuses', 'heal']","['resent', 'fester', 'wound', 'refus', 'heal']","['resentment', 'fester', 'wound', 'refuse', 'heal']",resentment fester wound refuse heal,Neutral,Negative,-0.6249,Negative,Negative
"frustration escalates, a thunderstorm of emotions.",Frustration,2022-04-05 14:45:00,ThunderingMind,Instagram,#Frustration #EmotionalOutburst,12.0,25.0,UK,2022,4,5,14,frustration escalates a thunderstorm of emotions,"['frustration', 'escalates', 'a', 'thunderstorm', 'of', 'emotions']","['frustration', 'escalates', 'thunderstorm', 'emotions']","['frustrat', 'escal', 'thunderstorm', 'emot']","['frustration', 'escalates', 'thunderstorm', 'emotion']",frustration escalates thunderstorm emotion,Neutral,Negative,-0.4767,Negative,Negative
"boredom lingers, a stagnant pool of indifference.",Boredom,2021-10-02 19:00:00,StagnantHeart,Facebook,#Boredom #Stagnation,7.0,15.0,Canada,2021,10,2,19,boredom lingers a stagnant pool of indifference,"['boredom', 'lingers', 'a', 'stagnant', 'pool', 'of', 'indifference']","['boredom', 'lingers', 'stagnant', 'pool', 'indifference']","['boredom', 'linger', 'stagnant', 'pool', 'indiffer']","['boredom', 'lingers', 'stagnant', 'pool', 'indifference']",boredom lingers stagnant pool indifference,Neutral,Negative,-0.3612,Negative,Negative
"embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge.",Curiosity,2023-04-15 10:15:00,InquisitiveMind,Twitter,#Curiosity #Learning,15.0,30.0,USA,2023,4,15,10,embarking on a journey of discovery fueled by curiosity and a thirst for knowledge,"['embarking', 'on', 'a', 'journey', 'of', 'discovery', 'fueled', 'by', 'curiosity', 'and', 'a', 'thirst', 'for', 'knowledge']","['embarking', 'journey', 'discovery', 'fueled', 'curiosity', 'thirst', 'knowledge']","['embark', 'journey', 'discoveri', 'fuel', 'curios', 'thirst', 'knowledg']","['embarking', 'journey', 'discovery', 'fueled', 'curiosity', 'thirst', 'knowledge']",embarking journey discovery fueled curiosity thirst knowledge,Neutral,Neutral,0.0,Positive,Positive
"lost in the vast sea of information, an indifferent wave in the digital ocean.",Indifference,2022-11-28 17:30:00,ApatheticObserver,Instagram,#Indifference #DigitalOverload,7.0,15.0,Canada,2022,11,28,17,lost in the vast sea of information an indifferent wave in the digital ocean,"['lost', 'in', 'the', 'vast', 'sea', 'of', 'information', 'an', 'indifferent', 'wave', 'in', 'the', 'digital', 'ocean']","['lost', 'vast', 'sea', 'information', 'indifferent', 'wave', 'digital', 'ocean']","['lost', 'vast', 'sea', 'inform', 'indiffer', 'wave', 'digit', 'ocean']","['lost', 'vast', 'sea', 'information', 'indifferent', 'wave', 'digital', 'ocean']",lost vast sea information indifferent wave digital ocean,Neutral,Negative,-0.4767,Neutral,Neutral
"the complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos.",Confusion,2020-04-02 09:45:00,SeekingClarity,Facebook,#Confusion #LifePuzzle,10.0,20.0,UK,2020,4,2,9,the complex puzzle of life leaves me in a state of perpetual confusion seeking answers in the chaos,"['the', 'complex', 'puzzle', 'of', 'life', 'leaves', 'me', 'in', 'a', 'state', 'of', 'perpetual', 'confusion', 'seeking', 'answers', 'in', 'the', 'chaos']","['complex', 'puzzle', 'life', 'leaves', 'state', 'perpetual', 'confusion', 'seeking', 'answers', 'chaos']","['complex', 'puzzl', 'life', 'leav', 'state', 'perpetu', 'confus', 'seek', 'answer', 'chao']","['complex', 'puzzle', 'life', 'leaf', 'state', 'perpetual', 'confusion', 'seeking', 'answer', 'chaos']",complex puzzle life leaf state perpetual confusion seeking answer chaos,Negative,Negative,-0.7096,Neutral,Positive
"a numbness settles over me, a shield against the overwhelming emotions life throws my way.",Numbness,2021-08-10 14:00:00,EmotionallyDistant,Twitter,#Numbness #EmotionalShield,8.0,15.0,India,2021,8,10,14,a numbness settles over me a shield against the overwhelming emotions life throws my way,"['a', 'numbness', 'settles', 'over', 'me', 'a', 'shield', 'against', 'the', 'overwhelming', 'emotions', 'life', 'throws', 'my', 'way']","['numbness', 'settles', 'shield', 'overwhelming', 'emotions', 'life', 'throws', 'way']","['numb', 'settl', 'shield', 'overwhelm', 'emot', 'life', 'throw', 'way']","['numbness', 'settle', 'shield', 'overwhelming', 'emotion', 'life', 'throw', 'way']",numbness settle shield overwhelming emotion life throw way,Positive,Negative,-0.2732,Neutral,Neutral
"gazing at the sunset, a melancholic longing for moments that slip through the fingers of time.",Melancholy,2019-06-18 20:45:00,SunsetDreamer,Instagram,#Melancholy #SunsetMoments,12.0,25.0,Australia,2019,6,18,20,gazing at the sunset a melancholic longing for moments that slip through the fingers of time,"['gazing', 'at', 'the', 'sunset', 'a', 'melancholic', 'longing', 'for', 'moments', 'that', 'slip', 'through', 'the', 'fingers', 'of', 'time']","['gazing', 'sunset', 'melancholic', 'longing', 'moments', 'slip', 'fingers', 'time']","['gaze', 'sunset', 'melanchol', 'long', 'moment', 'slip', 'finger', 'time']","['gazing', 'sunset', 'melancholic', 'longing', 'moment', 'slip', 'finger', 'time']",gazing sunset melancholic longing moment slip finger time,Neutral,Negative,-0.1027,Negative,Negative
"revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony.",Nostalgia,2018-02-05 15:15:00,MemoryLaneTraveler,Facebook,#Nostalgia #MemoryLane,10.0,20.0,USA,2018,2,5,15,revisiting old photographs caught in the embrace of nostalgias bittersweet symphony,"['revisiting', 'old', 'photographs', 'caught', 'in', 'the', 'embrace', 'of', 'nostalgias', 'bittersweet', 'symphony']","['revisiting', 'old', 'photographs', 'caught', 'embrace', 'nostalgias', 'bittersweet', 'symphony']","['revisit', 'old', 'photograph', 'caught', 'embrac', 'nostalgia', 'bittersweet', 'symphoni']","['revisiting', 'old', 'photograph', 'caught', 'embrace', 'nostalgia', 'bittersweet', 'symphony']",revisiting old photograph caught embrace nostalgia bittersweet symphony,Positive,Positive,0.25,Neutral,Neutral
"torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty.",Ambivalence,2022-05-30 11:30:00,MixedFeelings,Twitter,#Ambivalence #UncertainChoices,12.0,25.0,Canada,2022,5,30,11,torn between conflicting emotions an ambivalence that paints my decisions in shades of uncertainty,"['torn', 'between', 'conflicting', 'emotions', 'an', 'ambivalence', 'that', 'paints', 'my', 'decisions', 'in', 'shades', 'of', 'uncertainty']","['torn', 'conflicting', 'emotions', 'ambivalence', 'paints', 'decisions', 'shades', 'uncertainty']","['torn', 'conflict', 'emot', 'ambival', 'paint', 'decis', 'shade', 'uncertainti']","['torn', 'conflicting', 'emotion', 'ambivalence', 'paint', 'decision', 'shade', 'uncertainty']",torn conflicting emotion ambivalence paint decision shade uncertainty,Neutral,Negative,-0.7269,Neutral,Neutral
"embracing the ebb and flow of life, finding acceptance in the dance of existence.",Acceptance,2023-01-10 16:20:00,ZenLifestyle,Instagram,#Acceptance #LifeJourney,15.0,30.0,UK,2023,1,10,16,embracing the ebb and flow of life finding acceptance in the dance of existence,"['embracing', 'the', 'ebb', 'and', 'flow', 'of', 'life', 'finding', 'acceptance', 'in', 'the', 'dance', 'of', 'existence']","['embracing', 'ebb', 'flow', 'life', 'finding', 'acceptance', 'dance', 'existence']","['embrac', 'ebb', 'flow', 'life', 'find', 'accept', 'danc', 'exist']","['embracing', 'ebb', 'flow', 'life', 'finding', 'acceptance', 'dance', 'existence']",embracing ebb flow life finding acceptance dance existence,Neutral,Positive,0.4588,Positive,Positive
"facing challenges head-on, a determination that fuels the fire within to achieve the impossible.",Determination,2020-09-18 13:45:00,ResilientSpirit,Facebook,#Determination #AchieveTheImpossible,10.0,20.0,India,2020,9,18,13,facing challenges headon a determination that fuels the fire within to achieve the impossible,"['facing', 'challenges', 'headon', 'a', 'determination', 'that', 'fuels', 'the', 'fire', 'within', 'to', 'achieve', 'the', 'impossible']","['facing', 'challenges', 'headon', 'determination', 'fuels', 'fire', 'within', 'achieve', 'impossible']","['face', 'challeng', 'headon', 'determin', 'fuel', 'fire', 'within', 'achiev', 'imposs']","['facing', 'challenge', 'headon', 'determination', 'fuel', 'fire', 'within', 'achieve', 'impossible']",facing challenge headon determination fuel fire within achieve impossible,Negative,Positive,0.1531,Positive,Positive
"serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world.",Serenity,2021-07-03 19:00:00,NatureSoul,Twitter,#Serenity #NatureRetreat,12.0,25.0,Australia,2021,7,3,19,serenity found in the stillness of nature a tranquil retreat from the chaos of the modern world,"['serenity', 'found', 'in', 'the', 'stillness', 'of', 'nature', 'a', 'tranquil', 'retreat', 'from', 'the', 'chaos', 'of', 'the', 'modern', 'world']","['serenity', 'found', 'stillness', 'nature', 'tranquil', 'retreat', 'chaos', 'modern', 'world']","['seren', 'found', 'still', 'natur', 'tranquil', 'retreat', 'chao', 'modern', 'world']","['serenity', 'found', 'stillness', 'nature', 'tranquil', 'retreat', 'chaos', 'modern', 'world']",serenity found stillness nature tranquil retreat chaos modern world,Positive,Negative,-0.4019,Positive,Positive
"curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom.",Curiosity,2022-10-08 08:15:00,EternalLearner,Instagram,#Curiosity #KnowledgeQuest,20.0,40.0,USA,2022,10,8,8,curiosity leading me down the rabbit hole of knowledge a perpetual student in lifes classroom,"['curiosity', 'leading', 'me', 'down', 'the', 'rabbit', 'hole', 'of', 'knowledge', 'a', 'perpetual', 'student', 'in', 'lifes', 'classroom']","['curiosity', 'leading', 'rabbit', 'hole', 'knowledge', 'perpetual', 'student', 'lifes', 'classroom']","['curios', 'lead', 'rabbit', 'hole', 'knowledg', 'perpetu', 'student', 'life', 'classroom']","['curiosity', 'leading', 'rabbit', 'hole', 'knowledge', 'perpetual', 'student', 'life', 'classroom']",curiosity leading rabbit hole knowledge perpetual student life classroom,Neutral,Neutral,0.0,Positive,Positive
"floating through the day with an air of indifference, detached from the mundane happenings around.",Indifference,2023-03-22 16:30:00,AloofObserver,Facebook,#Indifference #FloatingThroughLife,10.0,20.0,Canada,2023,3,22,16,floating through the day with an air of indifference detached from the mundane happenings around,"['floating', 'through', 'the', 'day', 'with', 'an', 'air', 'of', 'indifference', 'detached', 'from', 'the', 'mundane', 'happenings', 'around']","['floating', 'day', 'air', 'indifference', 'detached', 'mundane', 'happenings', 'around']","['float', 'day', 'air', 'indiffer', 'detach', 'mundan', 'happen', 'around']","['floating', 'day', 'air', 'indifference', 'detached', 'mundane', 'happening', 'around']",floating day air indifference detached mundane happening around,Negative,Negative,-0.1779,Neutral,Neutral
"entangled in the web of thoughts, confusion reigning as i navigate the labyrinth of ideas.",Confusion,2021-05-15 11:45:00,ThoughtExplorer,Twitter,#Confusion #ThoughtLabyrinth,15.0,30.0,UK,2021,5,15,11,entangled in the web of thoughts confusion reigning as i navigate the labyrinth of ideas,"['entangled', 'in', 'the', 'web', 'of', 'thoughts', 'confusion', 'reigning', 'as', 'i', 'navigate', 'the', 'labyrinth', 'of', 'ideas']","['entangled', 'web', 'thoughts', 'confusion', 'reigning', 'navigate', 'labyrinth', 'ideas']","['entangl', 'web', 'thought', 'confus', 'reign', 'navig', 'labyrinth', 'idea']","['entangled', 'web', 'thought', 'confusion', 'reigning', 'navigate', 'labyrinth', 'idea']",entangled web thought confusion reigning navigate labyrinth idea,Neutral,Negative,-0.296,Neutral,Neutral
"numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil.",Numbness,2019-12-28 14:30:00,StoicSoul,Instagram,#Numbness #StoicFacade,8.0,15.0,Australia,2019,12,28,14,numb to the chaos emotions locked away a stoic facade concealing the inner turmoil,"['numb', 'to', 'the', 'chaos', 'emotions', 'locked', 'away', 'a', 'stoic', 'facade', 'concealing', 'the', 'inner', 'turmoil']","['numb', 'chaos', 'emotions', 'locked', 'away', 'stoic', 'facade', 'concealing', 'inner', 'turmoil']","['numb', 'chao', 'emot', 'lock', 'away', 'stoic', 'facad', 'conceal', 'inner', 'turmoil']","['numb', 'chaos', 'emotion', 'locked', 'away', 'stoic', 'facade', 'concealing', 'inner', 'turmoil']",numb chaos emotion locked away stoic facade concealing inner turmoil,Negative,Negative,-0.8225,Neutral,Neutral
"melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams.",Melancholy,2020-03-01 19:00:00,DreamerInSilence,Facebook,#Melancholy #WhispersInTheBreeze,12.0,25.0,India,2020,3,1,19,melancholy whispers in the breeze a silent conversation with the echoes of forgotten dreams,"['melancholy', 'whispers', 'in', 'the', 'breeze', 'a', 'silent', 'conversation', 'with', 'the', 'echoes', 'of', 'forgotten', 'dreams']","['melancholy', 'whispers', 'breeze', 'silent', 'conversation', 'echoes', 'forgotten', 'dreams']","['melancholi', 'whisper', 'breez', 'silent', 'convers', 'echo', 'forgotten', 'dream']","['melancholy', 'whisper', 'breeze', 'silent', 'conversation', 'echo', 'forgotten', 'dream']",melancholy whisper breeze silent conversation echo forgotten dream,Neutral,Negative,-0.4215,Negative,Negative
"stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone.",Nostalgia,2018-07-10 15:45:00,JournalKeeper,Twitter,#Nostalgia #JournalMoments,10.0,20.0,Canada,2018,7,10,15,stumbling upon an old journal nostalgia flooding in waves carrying me to moments long gone,"['stumbling', 'upon', 'an', 'old', 'journal', 'nostalgia', 'flooding', 'in', 'waves', 'carrying', 'me', 'to', 'moments', 'long', 'gone']","['stumbling', 'upon', 'old', 'journal', 'nostalgia', 'flooding', 'waves', 'carrying', 'moments', 'long', 'gone']","['stumbl', 'upon', 'old', 'journal', 'nostalgia', 'flood', 'wave', 'carri', 'moment', 'long', 'gone']","['stumbling', 'upon', 'old', 'journal', 'nostalgia', 'flooding', 'wave', 'carrying', 'moment', 'long', 'gone']",stumbling upon old journal nostalgia flooding wave carrying moment long gone,Positive,Neutral,0.0,Neutral,Positive
"a tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence.",Ambivalence,2022-01-05 10:30:00,ThreadWeaver,Instagram,#Ambivalence #ConflictingFeelings,12.0,25.0,UK,2022,1,5,10,a tapestry of conflicting feelings weaving through uncertainty caught in the threads of ambivalence,"['a', 'tapestry', 'of', 'conflicting', 'feelings', 'weaving', 'through', 'uncertainty', 'caught', 'in', 'the', 'threads', 'of', 'ambivalence']","['tapestry', 'conflicting', 'feelings', 'weaving', 'uncertainty', 'caught', 'threads', 'ambivalence']","['tapestri', 'conflict', 'feel', 'weav', 'uncertainti', 'caught', 'thread', 'ambival']","['tapestry', 'conflicting', 'feeling', 'weaving', 'uncertainty', 'caught', 'thread', 'ambivalence']",tapestry conflicting feeling weaving uncertainty caught thread ambivalence,Neutral,Negative,-0.5574,Neutral,Neutral
"embracing the flaws, finding acceptance in imperfection, a journey towards self-love.",Acceptance,2021-08-20 16:20:00,SelfLoveAdvocate,Facebook,#Acceptance #SelfLoveJourney,15.0,30.0,Australia,2021,8,20,16,embracing the flaws finding acceptance in imperfection a journey towards selflove,"['embracing', 'the', 'flaws', 'finding', 'acceptance', 'in', 'imperfection', 'a', 'journey', 'towards', 'selflove']","['embracing', 'flaws', 'finding', 'acceptance', 'imperfection', 'journey', 'towards', 'selflove']","['embrac', 'flaw', 'find', 'accept', 'imperfect', 'journey', 'toward', 'selflov']","['embracing', 'flaw', 'finding', 'acceptance', 'imperfection', 'journey', 'towards', 'selflove']",embracing flaw finding acceptance imperfection journey towards selflove,Neutral,Positive,0.4588,Positive,Positive
